u[0] = 0.000000 
u[1] = 0.000000 
u[2] = 0.000000 
u[3] = 0.000000 
u[4] = 0.000000 
u[5] = 0.000000 
u[6] = 0.000000 
u[7] = 0.000000 
u[8] = 0.000000 
u[9] = 0.000000 
u[10] = 0.000000 
u[11] = 0.000000 
u[12] = 0.000000 
u[13] = 0.000000 
u[14] = 0.000000 
u[15] = 0.000000 
u[16] = 0.000000 
u[17] = 0.000000 
u[18] = 0.000000 
u[19] = 0.000000 
u[20] = 0.000000 
u[21] = 0.000000 
u[22] = 0.000000 
u[23] = 0.000000 
u[24] = 0.000000 
u[25] = 0.000000 
u[26] = 0.000000 
u[27] = 0.000000 
u[28] = 0.000000 
u[29] = 0.000000 
u[30] = 0.000000 
u[31] = 0.000000 
u[32] = 0.000000 
u[33] = 0.000000 
u[34] = 0.000000 
u[35] = 0.000000 
u[36] = 0.000000 
u[37] = 0.000000 
u[38] = 0.000000 
u[39] = 0.000000 
u[40] = 0.000000 
u[41] = 0.000000 
u[42] = 0.000000 
u[43] = 0.000000 
u[44] = 0.000000 
u[45] = 0.000000 
u[46] = 0.000000 
u[47] = 0.000000 
u[48] = 0.000000 
u[49] = 0.000000 
u[50] = 0.000000 
u[51] = 0.000000 
u[52] = 0.000000 
u[53] = 0.000000 
u[54] = 0.000000 
u[55] = 0.000000 
u[56] = 0.000000 
u[57] = 0.000000 
u[58] = 0.000000 
u[59] = 0.000000 
u[60] = 0.000000 
u[61] = 0.000000 
u[62] = 0.000000 
u[63] = 0.000000 
u[64] = 0.000000 
u[65] = 0.000000 
u[66] = 0.000000 
u[67] = 0.000000 
u[68] = 0.000000 
u[69] = 0.000000 
u[70] = 0.000000 
u[71] = 0.000000 
u[72] = 0.000000 
u[73] = 0.000000 
u[74] = 0.000000 
u[75] = 0.000000 
u[76] = 0.000000 
u[77] = 0.000000 
u[78] = 0.000000 
u[79] = 0.000000 
u[80] = 0.000000 
u[81] = 0.000000 
u[82] = 0.000000 
u[83] = 0.000000 
u[84] = 0.000000 
u[85] = 0.000000 
u[86] = 0.000000 
u[87] = 0.000000 
u[88] = 0.000000 
u[89] = 0.000000 
u[90] = 0.000000 
u[91] = 0.000000 
u[92] = 0.000000 
u[93] = 0.000000 
u[94] = 0.000000 
u[95] = 0.000000 
u[96] = 0.000000 
u[97] = 0.000000 
u[98] = 0.000000 
u[99] = 0.000000 
u[100] = 0.000000 
u[101] = 0.000000 
u[102] = 0.000000 
u[103] = 0.000196 
u[104] = 0.000391 
u[105] = 0.000585 
u[106] = 0.000776 
u[107] = 0.000964 
u[108] = 0.001149 
u[109] = 0.001329 
u[110] = 0.001504 
u[111] = 0.001673 
u[112] = 0.001836 
u[113] = 0.001992 
u[114] = 0.002140 
u[115] = 0.002279 
u[116] = 0.002410 
u[117] = 0.002532 
u[118] = 0.002643 
u[119] = 0.002745 
u[120] = 0.002836 
u[121] = 0.002916 
u[122] = 0.002984 
u[123] = 0.003041 
u[124] = 0.003087 
u[125] = 0.003120 
u[126] = 0.003141 
u[127] = 0.003150 
u[128] = 0.003147 
u[129] = 0.003132 
u[130] = 0.003105 
u[131] = 0.003065 
u[132] = 0.003014 
u[133] = 0.002951 
u[134] = 0.002877 
u[135] = 0.002792 
u[136] = 0.002696 
u[137] = 0.002589 
u[138] = 0.002472 
u[139] = 0.002346 
u[140] = 0.002211 
u[141] = 0.002067 
u[142] = 0.001915 
u[143] = 0.001756 
u[144] = 0.001590 
u[145] = 0.001418 
u[146] = 0.001240 
u[147] = 0.001057 
u[148] = 0.000871 
u[149] = 0.000681 
u[150] = 0.000488 
u[151] = 0.000294 
u[152] = 0.000098 
u[153] = -0.000098 
u[154] = -0.000293 
u[155] = -0.000488 
u[156] = -0.000680 
u[157] = -0.000870 
u[158] = -0.001057 
u[159] = -0.001239 
u[160] = -0.001417 
u[161] = -0.001589 
u[162] = -0.001755 
u[163] = -0.001914 
u[164] = -0.002066 
u[165] = -0.002210 
u[166] = -0.002345 
u[167] = -0.002472 
u[168] = -0.002588 
u[169] = -0.002695 
u[170] = -0.002791 
u[171] = -0.002877 
u[172] = -0.002951 
u[173] = -0.003014 
u[174] = -0.003065 
u[175] = -0.003104 
u[176] = -0.003132 
u[177] = -0.003147 
u[178] = -0.003150 
u[179] = -0.003141 
u[180] = -0.003120 
u[181] = -0.003086 
u[182] = -0.003041 
u[183] = -0.002984 
u[184] = -0.002915 
u[185] = -0.002835 
u[186] = -0.002744 
u[187] = -0.002643 
u[188] = -0.002531 
u[189] = -0.002410 
u[190] = -0.002279 
u[191] = -0.002139 
u[192] = -0.001991 
u[193] = -0.001836 
u[194] = -0.001673 
u[195] = -0.001504 
u[196] = -0.001329 
u[197] = -0.001149 
u[198] = -0.000964 
u[199] = -0.000776 
u[200] = -0.000585 
u[201] = -0.000391 
u[202] = -0.000196 
u[203] = 0.000000 
u[204] = 0.000000 
u[205] = 0.000391 
u[206] = 0.000780 
u[207] = 0.001167 
u[208] = 0.001549 
u[209] = 0.001925 
u[210] = 0.002293 
u[211] = 0.002653 
u[212] = 0.003002 
u[213] = 0.003340 
u[214] = 0.003665 
u[215] = 0.003976 
u[216] = 0.004271 
u[217] = 0.004550 
u[218] = 0.004811 
u[219] = 0.005053 
u[220] = 0.005276 
u[221] = 0.005479 
u[222] = 0.005660 
u[223] = 0.005820 
u[224] = 0.005957 
u[225] = 0.006071 
u[226] = 0.006161 
u[227] = 0.006228 
u[228] = 0.006270 
u[229] = 0.006289 
u[230] = 0.006283 
